ControllerAgent_MissReward vs TotalAgent_Origin,,,,,,
열1,열2,열3,열4,공격 수,열6,열7
940,TestTotalAgent_Origin(Clone),0,0,13,4,1
941,TestControllerAgent_MissReward(Clone),1,4,8,0,0
941,TestTotalAgent_Origin(Clone),0,0,11,4,1
942,TestControllerAgent_MissReward(Clone),1,4,15,3,0
942,TestTotalAgent_Origin(Clone),0,3,15,4,1
943,TestControllerAgent_MissReward(Clone),1,4,7,0,0
943,TestTotalAgent_Origin(Clone),0,0,11,4,1
944,TestControllerAgent_MissReward(Clone),1,4,8,1,0
944,TestTotalAgent_Origin(Clone),0,1,11,4,1
945,TestControllerAgent_MissReward(Clone),0,0,13,4,1
945,TestTotalAgent_Origin(Clone),1,4,9,0,0
946,TestControllerAgent_MissReward(Clone),1,4,9,1,0
946,TestTotalAgent_Origin(Clone),0,1,11,4,1
947,TestControllerAgent_MissReward(Clone),1,4,18,1,0
947,TestTotalAgent_Origin(Clone),0,1,22,4,1
948,TestControllerAgent_MissReward(Clone),1,4,24,2,0
948,TestTotalAgent_Origin(Clone),0,2,25,4,1
949,TestControllerAgent_MissReward(Clone),1,4,26,3,0
949,TestTotalAgent_Origin(Clone),0,3,26,4,1
950,TestControllerAgent_MissReward(Clone),1,4,33,2,0
950,TestTotalAgent_Origin(Clone),0,2,40,4,1
951,TestControllerAgent_MissReward(Clone),1,4,10,0,0
951,TestTotalAgent_Origin(Clone),0,0,13,4,1
952,TestControllerAgent_MissReward(Clone),0,0,24,4,1
952,TestTotalAgent_Origin(Clone),1,4,21,0,0
953,TestControllerAgent_MissReward(Clone),1,4,20,0,0
953,TestTotalAgent_Origin(Clone),0,0,22,4,1
954,TestControllerAgent_MissReward(Clone),1,4,19,1,0
954,TestTotalAgent_Origin(Clone),0,1,33,4,1
955,TestControllerAgent_MissReward(Clone),0,0,26,4,1
955,TestTotalAgent_Origin(Clone),1,4,28,0,0
956,TestControllerAgent_MissReward(Clone),1,4,11,0,0
956,TestTotalAgent_Origin(Clone),0,0,13,4,1
957,TestControllerAgent_MissReward(Clone),1,4,7,0,0
957,TestTotalAgent_Origin(Clone),0,0,11,4,1
958,TestControllerAgent_MissReward(Clone),1,4,32,2,0
958,TestTotalAgent_Origin(Clone),0,2,32,4,1
959,TestControllerAgent_MissReward(Clone),1,4,11,0,0
959,TestTotalAgent_Origin(Clone),0,0,14,4,1
960,TestControllerAgent_MissReward(Clone),1,4,9,0,0
960,TestTotalAgent_Origin(Clone),0,0,13,4,1
961,TestControllerAgent_MissReward(Clone),1,4,9,1,0
961,TestTotalAgent_Origin(Clone),0,1,11,4,1
962,TestControllerAgent_MissReward(Clone),1,4,15,0,0
962,TestTotalAgent_Origin(Clone),0,0,19,4,1
963,TestControllerAgent_MissReward(Clone),1,4,11,1,0
963,TestTotalAgent_Origin(Clone),0,1,13,4,1
964,TestControllerAgent_MissReward(Clone),1,4,8,1,0
964,TestTotalAgent_Origin(Clone),0,1,11,4,1
965,TestControllerAgent_MissReward(Clone),1,4,5,0,0
965,TestTotalAgent_Origin(Clone),0,0,9,4,1
966,TestControllerAgent_MissReward(Clone),1,4,12,0,0
966,TestTotalAgent_Origin(Clone),0,0,15,4,1
967,TestControllerAgent_MissReward(Clone),1,4,9,1,0
967,TestTotalAgent_Origin(Clone),0,1,12,4,1
968,TestControllerAgent_MissReward(Clone),1,4,11,2,0
968,TestTotalAgent_Origin(Clone),0,2,13,4,1
969,TestControllerAgent_MissReward(Clone),1,4,15,0,0
969,TestTotalAgent_Origin(Clone),0,0,18,4,1
970,TestControllerAgent_MissReward(Clone),0,1,13,4,1
970,TestTotalAgent_Origin(Clone),1,4,16,1,0
971,TestControllerAgent_MissReward(Clone),1,4,12,0,0
971,TestTotalAgent_Origin(Clone),0,0,14,4,1
972,TestControllerAgent_MissReward(Clone),1,4,15,2,0
972,TestTotalAgent_Origin(Clone),0,2,18,4,1
973,TestControllerAgent_MissReward(Clone),1,4,8,1,0
973,TestTotalAgent_Origin(Clone),0,1,10,4,1
974,TestControllerAgent_MissReward(Clone),0,3,16,4,1
974,TestTotalAgent_Origin(Clone),1,4,26,3,0
975,TestControllerAgent_MissReward(Clone),1,4,8,2,0
975,TestTotalAgent_Origin(Clone),0,2,9,4,1
976,TestControllerAgent_MissReward(Clone),1,4,10,2,0
976,TestTotalAgent_Origin(Clone),0,2,11,4,1
977,TestControllerAgent_MissReward(Clone),0,0,18,4,1
977,TestTotalAgent_Origin(Clone),1,4,15,0,0
978,TestControllerAgent_MissReward(Clone),1,4,9,1,0
978,TestTotalAgent_Origin(Clone),0,1,10,4,1
979,TestControllerAgent_MissReward(Clone),1,4,7,0,0
979,TestTotalAgent_Origin(Clone),0,0,11,4,1
980,TestControllerAgent_MissReward(Clone),1,4,8,0,0
980,TestTotalAgent_Origin(Clone),0,0,11,4,1
981,TestControllerAgent_MissReward(Clone),1,4,22,1,0
981,TestTotalAgent_Origin(Clone),0,1,24,4,1
982,TestControllerAgent_MissReward(Clone),1,4,4,0,0
982,TestTotalAgent_Origin(Clone),0,0,8,4,1
983,TestControllerAgent_MissReward(Clone),1,4,15,2,0
983,TestTotalAgent_Origin(Clone),0,2,24,4,1
984,TestControllerAgent_MissReward(Clone),1,4,3,1,0
984,TestTotalAgent_Origin(Clone),0,1,6,4,1
985,TestControllerAgent_MissReward(Clone),1,4,10,1,0
985,TestTotalAgent_Origin(Clone),0,1,12,4,1
986,TestControllerAgent_MissReward(Clone),1,4,10,0,0
986,TestTotalAgent_Origin(Clone),0,0,14,4,1
987,TestControllerAgent_MissReward(Clone),1,4,17,3,0
987,TestTotalAgent_Origin(Clone),0,3,17,4,1
988,TestControllerAgent_MissReward(Clone),1,4,24,3,0
988,TestTotalAgent_Origin(Clone),0,3,24,4,1
989,TestControllerAgent_MissReward(Clone),1,4,22,0,0
989,TestTotalAgent_Origin(Clone),0,0,25,4,1
990,TestControllerAgent_MissReward(Clone),1,4,10,1,0
990,TestTotalAgent_Origin(Clone),0,1,13,4,1
991,TestControllerAgent_MissReward(Clone),1,4,10,1,0
991,TestTotalAgent_Origin(Clone),0,1,12,4,1
992,TestControllerAgent_MissReward(Clone),1,4,10,1,0
992,TestTotalAgent_Origin(Clone),0,1,12,4,1
993,TestControllerAgent_MissReward(Clone),0,1,15,4,1
993,TestTotalAgent_Origin(Clone),1,4,26,1,0
994,TestControllerAgent_MissReward(Clone),1,4,19,1,0
994,TestTotalAgent_Origin(Clone),0,1,26,4,1
995,TestControllerAgent_MissReward(Clone),1,4,15,2,0
995,TestTotalAgent_Origin(Clone),0,2,16,4,1
996,TestControllerAgent_MissReward(Clone),1,4,5,1,0
996,TestTotalAgent_Origin(Clone),0,1,8,4,1
997,TestControllerAgent_MissReward(Clone),0,0,20,4,1
997,TestTotalAgent_Origin(Clone),1,4,18,0,0
998,TestControllerAgent_MissReward(Clone),1,4,16,1,0
998,TestTotalAgent_Origin(Clone),0,1,17,4,1
999,TestControllerAgent_MissReward(Clone),1,4,6,1,0
999,TestTotalAgent_Origin(Clone),0,1,9,4,1
1000,TestControllerAgent_MissReward(Clone),1,4,7,0,0
1000,TestTotalAgent_Origin(Clone),0,0,10,4,1
Average,TestControllerAgent_MissReward(Clone),0.8223925,3.507164,15.3952,1.648784,0.1749417
Average,TestTotalAgent_Origin(Clone),0.1749417,1.648784,17.42619,3.507164,0.8223925
