열1,열2,열3,열4,열5,열6,열7,열8
170,TestTotalAgent_MissReward(Clone),0,1,39,4,1,3537.669
171,TestControllerAgent_Origin(Clone),1,4,28,0,0,16.75901
171,TestTotalAgent_MissReward(Clone),0,0,31,4,1,3554.428
172,TestControllerAgent_Origin(Clone),1,4,18,1,0,10.77373
172,TestTotalAgent_MissReward(Clone),0,1,23,4,1,3565.202
173,TestControllerAgent_Origin(Clone),0,0,112,1,0,60.29361
173,TestTotalAgent_MissReward(Clone),0,1,111,0,0,3623.437
174,TestControllerAgent_Origin(Clone),1,4,69,0,0,37.01775
174,TestTotalAgent_MissReward(Clone),0,0,71,4,1,3662.511
175,TestControllerAgent_Origin(Clone),1,4,14,0,0,8.825212
175,TestTotalAgent_MissReward(Clone),0,0,19,4,1,3671.336
176,TestControllerAgent_Origin(Clone),1,4,16,2,0,10.74935
176,TestTotalAgent_MissReward(Clone),0,2,19,4,1,3682.086
177,TestControllerAgent_Origin(Clone),1,4,21,3,0,14.1677
177,TestTotalAgent_MissReward(Clone),0,3,22,4,1,3696.253
178,TestControllerAgent_Origin(Clone),0,1,115,1,0,60.01999
178,TestTotalAgent_MissReward(Clone),0,1,114,1,0,3756.133
179,TestControllerAgent_Origin(Clone),1,4,20,1,0,11.57882
179,TestTotalAgent_MissReward(Clone),0,1,22,4,1,3767.855
180,TestControllerAgent_Origin(Clone),0,2,17,4,1,9.763027
180,TestTotalAgent_MissReward(Clone),1,4,15,2,0,3777.618
181,TestControllerAgent_Origin(Clone),1,4,8,1,0,6.237758
181,TestTotalAgent_MissReward(Clone),0,1,10,4,1,3783.856
182,TestControllerAgent_Origin(Clone),1,4,20,2,0,12.97173
182,TestTotalAgent_MissReward(Clone),0,2,23,4,1,3796.828
183,TestControllerAgent_Origin(Clone),1,4,27,0,0,16.92454
183,TestTotalAgent_MissReward(Clone),0,0,31,4,1,3813.753
184,TestControllerAgent_Origin(Clone),1,4,15,3,0,9.899845
184,TestTotalAgent_MissReward(Clone),0,3,16,4,1,3823.653
185,TestControllerAgent_Origin(Clone),1,4,26,2,0,16.06449
185,TestTotalAgent_MissReward(Clone),0,2,27,4,1,3839.718
186,TestControllerAgent_Origin(Clone),1,4,17,1,0,10.70493
186,TestTotalAgent_MissReward(Clone),0,1,20,4,1,3850.424
187,TestControllerAgent_Origin(Clone),1,4,9,1,0,7.513483
187,TestTotalAgent_MissReward(Clone),0,1,12,4,1,3857.937
188,TestControllerAgent_Origin(Clone),1,4,17,0,0,10.35321
188,TestTotalAgent_MissReward(Clone),0,0,21,4,1,3868.291
189,TestControllerAgent_Origin(Clone),1,4,11,1,0,8.109859
189,TestTotalAgent_MissReward(Clone),0,1,14,4,1,3876.4
190,TestControllerAgent_Origin(Clone),1,4,42,1,0,25.80381
190,TestTotalAgent_MissReward(Clone),0,1,48,4,1,3902.202
191,TestControllerAgent_Origin(Clone),1,4,30,1,0,18.43467
191,TestTotalAgent_MissReward(Clone),0,1,35,4,1,3920.637
192,TestControllerAgent_Origin(Clone),1,4,23,0,0,13.93247
192,TestTotalAgent_MissReward(Clone),0,0,27,4,1,3934.569
193,TestControllerAgent_Origin(Clone),1,4,29,1,0,18.08378
193,TestTotalAgent_MissReward(Clone),0,1,35,4,1,3952.654
194,TestControllerAgent_Origin(Clone),1,4,2,2,0,2.870789
194,TestTotalAgent_MissReward(Clone),0,2,4,4,1,3955.524
195,TestControllerAgent_Origin(Clone),1,4,23,0,0,14.24526
195,TestTotalAgent_MissReward(Clone),0,0,26,4,1,3969.77
196,TestControllerAgent_Origin(Clone),1,4,48,1,0,28.17822
196,TestTotalAgent_MissReward(Clone),0,1,52,4,1,3997.948
197,TestControllerAgent_Origin(Clone),1,4,8,2,0,6.812852
197,TestTotalAgent_MissReward(Clone),0,2,10,4,1,4004.76
198,TestControllerAgent_Origin(Clone),0,1,117,0,0,60.47208
198,TestTotalAgent_MissReward(Clone),0,0,116,1,0,4064.046
199,TestControllerAgent_Origin(Clone),1,4,9,3,0,6.218452
199,TestTotalAgent_MissReward(Clone),0,3,10,4,1,4071.45
200,TestControllerAgent_Origin(Clone),1,4,23,0,0,13.51721
200,TestTotalAgent_MissReward(Clone),0,0,27,4,1,4084.967
201,TestControllerAgent_Origin(Clone),1,4,25,1,0,16.97912
