Outcome,Episode,Agent Name,Team ID,Kill Count,Attack Count,Miss Count,Hit Count,Death Count,Episode Play Time
Loss,26,TestTotalAgent_Origin_Team1_Agent0,1,0,3,26,4,1,15.18004
Loss,27,TestControllerAgent_Origin_Team0_Agent0,0,0,0,18,4,1,9.492651
Win,27,TestTotalAgent_Origin_Team1_Agent0,1,1,4,15,0,0,9.492651
Win,28,TestControllerAgent_Origin_Team0_Agent0,0,1,4,15,1,0,9.27587
Loss,28,TestTotalAgent_Origin_Team1_Agent0,1,0,1,17,4,1,9.27587
Win,29,TestControllerAgent_Origin_Team0_Agent0,0,1,4,23,2,0,12.85499
Loss,29,TestTotalAgent_Origin_Team1_Agent0,1,0,2,24,4,1,12.85499
Win,30,TestControllerAgent_Origin_Team0_Agent0,0,1,4,20,2,0,11.83331
Loss,30,TestTotalAgent_Origin_Team1_Agent0,1,0,2,21,4,1,11.83331
Win,31,TestControllerAgent_Origin_Team0_Agent0,0,1,4,16,2,0,9.552164
Loss,31,TestTotalAgent_Origin_Team1_Agent0,1,0,2,17,4,1,9.552164
Win,32,TestControllerAgent_Origin_Team0_Agent0,0,1,4,19,1,0,11.30173
Loss,32,TestTotalAgent_Origin_Team1_Agent0,1,0,1,21,4,1,11.30173
Loss,33,TestControllerAgent_Origin_Team0_Agent0,0,0,2,35,4,1,18.04099
Win,33,TestTotalAgent_Origin_Team1_Agent0,1,1,4,32,2,0,18.04099
Loss,34,TestControllerAgent_Origin_Team0_Agent0,0,0,0,17,4,1,8.373476
Win,34,TestTotalAgent_Origin_Team1_Agent0,1,1,4,13,0,0,8.373476
Win,35,TestControllerAgent_Origin_Team0_Agent0,0,1,4,46,1,0,24.84085
Loss,35,TestTotalAgent_Origin_Team1_Agent0,1,0,1,47,4,1,24.84085
Win,36,TestControllerAgent_Origin_Team0_Agent0,0,1,4,14,0,0,8.574486
Loss,36,TestTotalAgent_Origin_Team1_Agent0,1,0,0,17,4,1,8.574486
Win,37,TestControllerAgent_Origin_Team0_Agent0,0,1,4,32,2,0,17.62496
Loss,37,TestTotalAgent_Origin_Team1_Agent0,1,0,2,32,4,1,17.62496
Win,38,TestControllerAgent_Origin_Team0_Agent0,0,1,4,3,0,0,3.014461
Loss,38,TestTotalAgent_Origin_Team1_Agent0,1,0,0,6,4,1,3.014461
Loss,39,TestControllerAgent_Origin_Team0_Agent0,0,0,3,36,4,1,19.28192
Win,39,TestTotalAgent_Origin_Team1_Agent0,1,1,4,34,3,0,19.28192
Win,40,TestControllerAgent_Origin_Team0_Agent0,0,1,4,26,1,0,14.58291
Loss,40,TestTotalAgent_Origin_Team1_Agent0,1,0,1,27,4,1,14.58291
Loss,41,TestControllerAgent_Origin_Team0_Agent0,0,0,2,51,4,1,27.16379
Win,41,TestTotalAgent_Origin_Team1_Agent0,1,1,4,49,2,0,27.16379
Win,42,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,0,0,11.16136
Loss,42,TestTotalAgent_Origin_Team1_Agent0,1,0,0,22,4,1,11.16136
Win,43,TestControllerAgent_Origin_Team0_Agent0,0,1,4,18,1,0,11.37823
Loss,43,TestTotalAgent_Origin_Team1_Agent0,1,0,1,22,4,1,11.37823
Win,44,TestControllerAgent_Origin_Team0_Agent0,0,1,4,49,0,0,26.23495
Loss,44,TestTotalAgent_Origin_Team1_Agent0,1,0,0,51,4,1,26.23495
Win,45,TestControllerAgent_Origin_Team0_Agent0,0,1,4,42,1,0,22.74447
Loss,45,TestTotalAgent_Origin_Team1_Agent0,1,0,1,43,4,1,22.74447
Win,46,TestControllerAgent_Origin_Team0_Agent0,0,1,4,33,2,0,18.1186
